query,url,repo_name,description,topics,created_at,updated_at,size,stars,watchers,language,forks,open_issues
power measure is:public archived:false,https://github.com/Borrk/Optical-Power-Meter,Borrk/Optical-Power-Meter,An optical power meter which is used to measure the power of laser. it is developed in c running on a C8051 MCU.,,2019-08-07T08:52:20Z,2024-06-05T06:19:41Z,592,4,4,C,2,0
power measure is:public archived:false,https://github.com/mrRobot62/vtx_power_measure,mrRobot62/vtx_power_measure,"Python script to read out an RC Immersion RF-Meter to measure VTX signal strength. Quick and dirty implementation, with storing data into an INFLUX DB","betaflight,excel,fpv,frequencies,grafana,immersion-rf-meter,influx,influxdb,influxdb2,measurment,numbers,python,vtx",2021-06-05T20:04:21Z,2024-03-31T15:43:05Z,85,4,4,Jupyter Notebook,1,0
power measure is:public archived:false,https://github.com/LeoDJ/Zigbee-MeterReader,LeoDJ/Zigbee-MeterReader,A nRF52840 based Zigbee sensor for measuring power / water / gas usage at the meter,,2021-03-11T02:26:01Z,2025-01-12T17:25:53Z,15535,4,4,C,2,0
power measure is:public archived:false,https://github.com/W4KRL/SolarPowerMonitor,W4KRL/SolarPowerMonitor,"Experimental device to measure solar panel performance using a D1 Mini, INA219 and BH1750.",,2020-02-27T15:51:43Z,2024-07-29T09:02:43Z,8812,4,4,C++,0,1
power measure is:public archived:false,https://github.com/nonolith/pwmsmu,nonolith/pwmsmu,high power pwm-based source-measure unit,,2011-11-09T04:35:26Z,2025-04-14T00:03:18Z,3784,4,4,C,0,0
power measure is:public archived:false,https://github.com/jtramm/powertools,jtramm/powertools,"Power monitoring tools and scripts for linux. Capable of measuring 100 ms power intervals for Intel CPUs via RAPL PAPI, and NVIDIA GPUs via nvidia-smi.",,2015-06-26T03:13:16Z,2023-01-16T20:22:00Z,144,4,4,C,1,0
power measure is:public archived:false,https://github.com/evgenyneu/ios-core-location-battery-meter,evgenyneu/ios-core-location-battery-meter,iOS demo app for measuring power consumption of location services,,2014-12-26T09:00:48Z,2022-10-06T13:46:26Z,224,4,4,Swift,0,0
power measure is:public archived:false,https://github.com/ahbarhusain/Vegetation-measurement-along-line-corridors-using-satellite-imagery,ahbarhusain/Vegetation-measurement-along-line-corridors-using-satellite-imagery,NebulaQuest is an Artifical Intelligence System.NebulaQuest is made to detect trees that have the potential to harm the power line.,,2023-10-08T07:39:55Z,2025-04-24T03:15:24Z,16110,4,4,Python,0,0
power measure is:public archived:false,https://github.com/Cuprum77/PD2Breadboard,Cuprum77/PD2Breadboard,RP2040 USB PD negotiator with onboard power measuring capabilities and advanced software for power monitoring and optimization.,,2023-04-08T19:47:34Z,2025-04-22T10:03:54Z,87077,4,4,C,0,0
power measure is:public archived:false,https://github.com/babetoduarte/RTL-SDR_Noise,babetoduarte/RTL-SDR_Noise,rtl_power-based RTL-SDR utility to measure RF noise floor levels,,2018-10-14T22:11:01Z,2024-01-09T16:59:40Z,22,4,4,Python,0,0
power measure is:public archived:false,https://github.com/sheikhtayyeb/Optimal-PMU-placement-with-conventional-measurements.,sheikhtayyeb/Optimal-PMU-placement-with-conventional-measurements.,"The monitoring of power grids is an important diagnostic task. This is effectively achieved by the deployment of Phasor Measurement Units (PMUs). PMUs have gained more popularity because of their ability to accurately measure bus voltage and branch current phasors with respect to a Global Positioning System (GPS) clock every few microseconds. Placing PMUs at all locations in a power system network is not economically feasible due to their cost. Therefore, it is necessary to properly distribute PMUs in order to obtain a good estimation of power system states. This problem is known as an optimal PMU placement (OPP) problem. The preliminary objective of an OPP problem is to find strategic locations for PMU placement such that: • The system is completely observable and • The solution is economically viable.",,2022-02-14T06:49:31Z,2025-03-31T07:13:25Z,9,4,4,MATLAB,0,0
power measure is:public archived:false,https://github.com/Divyanshu-RS/Road-Accident-Analysis-By-SQL-And-PowerBI,Divyanshu-RS/Road-Accident-Analysis-By-SQL-And-PowerBI,"Road safety is a critical concern worldwide, and analyzing road accident data can provide valuable insights to improve safety measures and reduce accidents. This GitHub project focuses on performing data analysis on road accidents using SQL, MySQL, and the Power BI tool. By leveraging these technologies, we aim to uncover trends, patterns.",,2024-07-11T19:44:23Z,2024-09-05T22:06:10Z,12317,4,4,,0,0
power measure is:public archived:false,https://github.com/Jana-Marie/18650-interlude,Jana-Marie/18650-interlude,A very simple board to measure the current from a 18650 battery cell for power profiling.,"18650,battery,kicad,oshw",2022-11-27T17:23:44Z,2024-08-25T05:43:43Z,1109,4,4,,0,0
power measure is:public archived:false,https://github.com/nxp-appcodehub/dm-mcxn947-power-manager,nxp-appcodehub/dm-mcxn947-power-manager,"The Power Manager example uses runtime menus to evaluate power modes power management features of MCX Nx4x.The example also uses the Power Manager component of MCUXpresso SDK, which provides a common framework of APIs for power management. For more details how to use this example , measure current, refer lab guide ""MCXNx4x Power Management Lab.pdf""",,2024-01-30T00:58:26Z,2025-02-16T16:40:43Z,4070,4,4,C,0,0
power measure is:public archived:false,https://github.com/medo64/UsbAmps,medo64/UsbAmps,"A small USB pass-through device that measures current, voltage and power used by whatever is connected on its output.",electronics,2015-04-27T03:31:15Z,2020-07-25T08:38:10Z,1112,4,4,C,1,0
power measure is:public archived:false,https://github.com/matinmonshizadeh/Voltmeter-0-30V,matinmonshizadeh/Voltmeter-0-30V,The Electric Circuits project implementation of a voltmeter to measure the voltage between 0 and 30 when the circuit is connected to the power supply.,"atmega32,avr,voltmeter",2022-08-14T16:43:42Z,2024-11-07T14:52:35Z,20,4,4,C,0,0
power measure is:public archived:false,https://github.com/eddietheengineer/mtbtrailsensor,eddietheengineer/mtbtrailsensor,"Solar powered cellular IoT trail sensor--measures air temp/humidity/pressure, ground temp (for freeze/thaw), and ground moisture content to determine when trails are ready to ride!",,2019-09-01T12:49:57Z,2022-05-17T03:19:05Z,836,4,4,C++,1,1
power measure is:public archived:false,https://github.com/mehulmehta0796/Predicting-Consumer-Price-Index-Using-Time-Series-Model,mehulmehta0796/Predicting-Consumer-Price-Index-Using-Time-Series-Model,"The Consumer Price Index (CPI) is a measure of the average change over time in the prices paid by a representative consumer for a common basket of goods and services. The CPI attempts to quantify and measure the average cost-of-living in a given country by estimating the purchasing power of a single unit of currency. Therefore, it is the key macroeconomic indicator for measuring inflation (or deflation). As such, the CPI is a major driving force in the economy influencing a plethora of market dynamics. In this project, I present a novel model based on Time Series Analysis for forecasting CPI.",,2021-07-10T14:25:12Z,2024-09-10T05:55:18Z,201,4,4,Jupyter Notebook,0,0
power measure is:public archived:false,https://github.com/PaulThomas20002/EmpSur-For-employee-surveillance-in-Work-At-Home-scenario,PaulThomas20002/EmpSur-For-employee-surveillance-in-Work-At-Home-scenario,"EMPSUR is a novel employee surveillance software to monitor and measure workrate and productivity of employees along with ensuring a stress free and engaging working hours. This works with the aid of Artificial Intelligence and machine learning to capture live emotions and output tracking. EMPSUR has an AI powered voice assistant which is capable of ensuring immediate assistance and support to employees to overcome difficulties.  EMPSUR is packed with many more features like time tracking,keystroke monitoring,and AI based organising and tracking.Work from home has become the new normal and this is where the significance of EMPSUR comes into effect as it ensures the smoother operations enterprises.","ai,artificial-intelligence,employee,machine-learning,online,surveillance",2022-01-18T04:06:56Z,2024-08-21T05:13:18Z,16161,4,4,Python,0,0
power measure is:public archived:false,https://github.com/elemo12/Reading-class-4,elemo12/Reading-class-4,"Common issues may be resolved by identifying symptoms and putting measures in place to address them. Typical issues include a lack of power, physical damage, an unsuccessful boot, an application that won't start, and faulty peripherals. Let's take a closer look at a few of them.  A typical start is impossible When your computer won't boot up, think like a detective and look for clues. What has changed since the last time I checked? Is there any new hardware or software that you've installed? Any wires that may have fallen loose have been moved? Did the operating system restart on its own after the update was applied? After a recent OS upgrade, the machine may not start up properly at first (that is, slowly or with errors). You may be able to repair it by restarting your computer. You may also use the System Restore tool in Windows to go back to a restore point from the previous day if that doesn't work. A recovery or troubleshooting mode may be offered if the operating system fails to start at all. If that's an option, take it. If that doesn't work, try booting from the operating system's removable installation disc and selecting Repair to enter the Windows Recovery Environment (RE). Windows 10's Settings app (Update & Security > Recovery > Advanced Startup > Restart Now) may also get you there.  Unable to download or launch a certain software Hardware incompatibilities, particularly with the display adapter, are typically to blame for problems with a certain programme. The most recent games sometimes need the use of high-performance display adapters and the most recent drivers. The application's installation software should be able to tell you if there are any issues with your computer's hardware. If it doesn't and you start experiencing issues after launching the programme, check online for any known hardware compatibility issues. Try obtaining the most recent driver version from the adapter manufacturer's website to update your video card (display adapter) driver. The next step is to determine whether a patch or update is available for download from the application's manufacturer's website. A bug in your own system, such as a small incompatibility between a programme and its operating system or some hardware, is likely the cause of any problems you're encountering. Installing the programme again may cure your issue, since this is more common than you may expect. Is there no joy in sight? Check to verify whether the programme needs a certain version of Windows. A newer version of the software may be available even though it was created for an earlier version of Windows. If it doesn't work, you may try running it in Compatibility Mode, which emulates a previous version of Windows. It's easy to use: Right-click the shortcut for the programme (or its executable file) and choose Troubleshoot compatibility from the menu. To let Windows make an educated guess as to the proper settings, click the Try suggested settings button. To test for compatibility with an earlier version of Windows, use the Compatibility tab in the program's Properties box.  Apps are up and running, although they sometimes freeze.  Many processes might be running at the same time on today's operating systems, especially those on mobile devices. Processes are scheduled to use processor time so that it seems as though many applications are operating at the same time. The problem is that some of these software programmes might malfunction, causing them to become unusable. It is possible to compel them to leave in this situation: Windows: Using ctrl+alt+del, you can go to the Task Manager, where you can right-click on the errant programme and choose End task to end its life. MacOS: Force Quit may be found in the Apple menu system. Linux: To see the PIDs that the Linux kernel has allocated to currently executing processes, use the ps command. To put an end to the process, use the following command with the PID: Killing a process using the SIGKILL signal, -9, may put an end to bad behaviour. An Android-powered phone: To force stop an app, open the Settings app, pick Apps, select the app from the list, and touch Force Stop. This is iOS 11.x:  Swipe the app card up and off the screen by pressing the left edge of the iPhone screen and moving your finger to the centre of the screen.",,2022-08-10T04:22:34Z,2024-12-14T14:39:27Z,2,4,4,,0,0
